topic,pmid,human
CD009925,15557305,1
CD009925,15559409,0
CD009925,15561097,0
CD009925,15562731,0
CD009925,15563009,0
CD009925,15563772,0
CD009925,15565558,0
CD009925,15565561,0
CD009925,15565562,0
CD009925,15565602,0
CD009925,15565644,0
CD009925,15565654,0
CD009925,15569699,0
CD009925,15569702,0
CD009925,15572480,0
CD009925,15572481,1
CD009925,1557309,0
CD009925,1557310,0
CD009925,1557312,0
CD009925,1557315,0
CD009925,1557319,0
CD009925,15575846,0
CD009925,15578618,0
CD009925,15579656,0
CD009925,15581835,0
CD009925,15583993,0
CD009925,15586359,0
CD009925,15588435,0
CD009925,15590454,1
CD009925,15591276,0
CD009925,15592293,0
CD009925,15593318,0
CD009925,15596198,0
CD009925,1560496,0
CD009925,1560498,0
CD009925,15605105,0
CD009925,15608449,0
CD009925,15609796,0
CD009925,15611568,0
CD009925,15612060,0
CD009925,15614833,0
CD009925,15614845,0
CD009925,15614848,0
CD009925,15614877,0
CD009925,15614880,0
CD009925,15615185,0
CD009925,15621895,0
CD009925,15623180,0
CD009925,15627938,0
CD009925,15629983,0
CD009925,15630540,0
CD009925,15633177,0
CD009925,15637431,0
CD009925,15637725,0
CD009925,15640809,0
CD009925,15644291,0
CD009925,15646295,0
CD009925,15651208,0
CD009925,15651231,0
CD009925,15657610,0
CD009925,15657873,0
CD009925,15658618,0
CD009925,15658625,0
CD009925,15662668,0
CD009925,15662689,0
CD009925,15662690,0
CD009925,15662691,0
CD009925,15662692,0
CD009925,15662693,0
CD009925,15663402,0
CD009925,15663419,0
CD009925,15669189,0
CD009925,15670413,0
CD009925,15671995,0
CD009925,15672031,0
CD009925,15672034,0
CD009925,15672045,0
CD009925,15678412,0
CD009925,15684179,0
CD009925,15687731,0
CD009925,15688402,0
CD009925,15689449,0
CD009925,15689640,0
CD009925,15690554,0
CD009925,15690756,0
CD009925,15691364,0
CD009925,15692215,0
CD009925,15694837,0
CD009925,15695315,0
CD009925,15696876,0
CD009925,15704133,0
CD009925,15705380,0
CD009925,15707189,0
CD009925,15708112,0
CD009925,15711084,0
CD009925,15712330,0
CD009925,15712331,0
CD009925,15712378,0
CD009925,15713829,0
CD009925,1571490,0
CD009925,15716609,0
CD009925,15719441,0
CD009925,15719508,0
CD009925,15729960,0
CD009925,15732080,0
CD009925,15733883,0
CD009925,15734705,0
CD009925,15734753,0
CD009925,15736181,0
CD009925,15736183,1
CD009925,15736185,0
CD009925,15736186,0
CD009925,15737971,0
CD009925,15745955,0
CD009925,15746657,0
CD009925,15748026,0
CD009925,15748027,0
CD009925,15749997,0
CD009925,15749998,0
CD009925,15750002,0
CD009925,15750003,0
CD009925,15750004,0
CD009925,15750015,0
CD009925,15750020,0
CD009925,15750024,0
CD009925,15750031,0
CD009925,15754381,0
CD009925,15754531,0
CD009925,15754571,0
CD009925,15754579,0
CD009925,15758613,0
CD009925,15760311,0
CD009925,15760376,0
CD009925,15760965,0
CD009925,15763652,0
CD009925,15763782,0
CD009925,15764420,0
CD009925,15765203,0
CD009925,15767938,0
CD009925,1577923,0
CD009925,15779814,0
CD009925,15784826,0
CD009925,15791658,1
CD009925,15791659,0
CD009925,15791660,0
CD009925,15791661,0
CD009925,15791663,0
CD009925,15791673,0
CD009925,15793789,0
CD009925,15795154,0
CD009925,15802030,1
CD009925,15802432,0
CD009925,15814219,0
CD009925,15816008,1
CD009925,15818051,0
CD009925,15820044,0
CD009925,15820047,0
CD009925,15824502,0
CD009925,15824504,0
CD009925,15824505,0
CD009925,15831503,0
CD009925,15832362,0
CD009925,15832534,0
CD009925,15832719,0
CD009925,1583304,0
CD009925,15835844,0
CD009925,15838748,0
CD009925,1583878,0
CD009925,15844559,1
CD009925,15846173,0
CD009925,15846188,0
CD009925,15849782,0
CD009925,15849783,0
CD009925,15849784,0
CD009925,15849789,0
CD009925,15849801,0
CD009925,15853009,0
CD009925,15856490,0
CD009925,15857186,0
CD009925,15858247,0
CD009925,15861490,0
CD009925,1586332,0
CD009925,15864946,0
CD009925,15866002,0
CD009925,15875207,0
CD009925,15876689,0
CD009925,15880648,0
CD009925,15880661,0
CD009925,15888121,0
CD009925,15889456,0
CD009925,15890266,0
CD009925,1589417,0
CD009925,15894999,0
CD009925,15895004,0
CD009925,15895013,0
CD009925,15895080,0
CD009925,15897105,0
CD009925,15897980,0
CD009925,15899542,0
CD009925,15902107,0
CD009925,15902108,0
CD009925,15902140,0
CD009925,1590238,0
CD009925,15905286,1
CD009925,15906408,0
CD009925,15906410,0
CD009925,15906421,0
CD009925,15906423,0
CD009925,15906424,0
CD009925,15906426,1
CD009925,15906429,0
CD009925,15906430,0
CD009925,15906745,0
CD009925,15906746,0
CD009925,15907278,0
CD009925,15908568,0
CD009925,15909314,0
CD009925,15912365,0
CD009925,15912472,0
CD009925,15912479,1
CD009925,15914684,0
CD009925,15914685,0
CD009925,15915084,0
CD009925,15915087,0
CD009925,15915162,0
CD009925,15916101,0
CD009925,159173,0
CD009925,15922788,0
CD009925,15923961,0
CD009925,159245,0
CD009925,15925891,0
CD009925,15932828,0
CD009925,15937584,0
CD009925,15937964,0
CD009925,15937972,0
CD009925,15940687,0
CD009925,15946822,0
CD009925,15948187,0
CD009925,15949221,0
CD009925,15949222,0
CD009925,15951286,0
CD009925,15952125,0
CD009925,15952981,0
CD009925,15952984,0
CD009925,15953408,0
CD009925,159568,0
CD009925,15961547,1
CD009925,159630,0
CD009925,15963229,0
CD009925,1596482,0
CD009925,15966035,0
CD009925,15966036,0
CD009925,15966040,0
CD009925,15966050,0
CD009925,15966059,0
CD009925,15966607,0
CD009925,15968623,0
CD009925,15969756,0
CD009925,15970647,0
CD009925,15970804,0
CD009925,15970806,0
CD009925,15970856,0
CD009925,15970883,0
CD009925,15976112,0
CD009925,15980916,0
CD009925,159856,0
CD009925,15988607,0
CD009925,15993391,0
CD009925,15996509,0
CD009925,16001445,0
CD009925,160022,0
CD009925,16004090,0
CD009925,16005312,0
CD009925,16005334,0
CD009925,16005658,0
CD009925,16005667,0
CD009925,16006472,0
CD009925,16007591,0
CD009925,16007609,0
CD009925,16007627,0
CD009925,16011115,0
CD009925,16012382,0
CD009925,16013176,1
CD009925,16013182,0
CD009925,1601421,0
CD009925,16018135,1
CD009925,16020496,0
CD009925,16024540,0
CD009925,16024974,0
CD009925,16032765,0
CD009925,16032770,0
CD009925,16032775,0
CD009925,16034816,0
CD009925,16034830,0
CD009925,16034840,0
CD009925,16035041,0
CD009925,16035386,0
CD009925,16038014,0
CD009925,16040819,0
CD009925,16049986,1
CD009925,16049988,1
CD009925,16049989,0
CD009925,16049990,0
CD009925,16049991,0
CD009925,16049996,0
CD009925,16050000,0
CD009925,16050001,0
CD009925,16053907,0
CD009925,16054879,0
CD009925,16055573,0
CD009925,16055577,0
CD009925,16055585,0
CD009925,16059426,0
CD009925,16077735,0
CD009925,160805,0
CD009925,160807,0
CD009925,16084871,0
CD009925,16084873,0
CD009925,16084874,0
CD009925,16086279,0
CD009925,16088196,1
CD009925,160885,0
CD009925,16088862,0
CD009925,16088864,1
CD009925,16088865,0
CD009925,16094677,0
CD009925,16096217,0
CD009925,16096996,0
CD009925,16097976,0
CD009925,1609805,0
CD009925,16098850,0
CD009925,16098861,0
CD009925,16098876,0
CD009925,16100625,0
CD009925,16100637,0
CD009925,16103986,0
CD009925,16104116,0
CD009925,16104666,0
CD009925,16104667,0
CD009925,16104668,0
CD009925,16104669,0
CD009925,16104670,0
CD009925,16104672,0
CD009925,16104673,1
CD009925,16104674,0
CD009925,16104675,0
CD009925,16104676,0
CD009925,16104677,0
CD009925,16104678,0
CD009925,16104679,0
CD009925,16104680,0
CD009925,16104681,0
CD009925,16104682,0
CD009925,16105794,0
CD009925,1611097,0
CD009925,16116560,0
CD009925,161168,0
CD009925,16121762,0
CD009925,1612527,0
CD009925,16134032,0
CD009925,161346,0
CD009925,16135588,0
CD009925,16137182,0
CD009925,16139544,0
CD009925,16140466,0
CD009925,161411,0
CD009925,16142826,0
CD009925,16144565,0
CD009925,16145648,0
CD009925,16146246,0
CD009925,16146756,0
CD009925,16147604,0
CD009925,16149258,1
CD009925,161494,0
CD009925,16149484,0
CD009925,161496,0
CD009925,16149626,0
CD009925,16149635,0
CD009925,1614982,0
CD009925,16150267,0
CD009925,16150352,0
CD009925,16152651,0
CD009925,16156947,0
CD009925,16157145,0
CD009925,161573,0
CD009925,16158472,0
CD009925,16163740,1
CD009925,16165136,0
CD009925,16167939,0
CD009925,16169396,0
CD009925,16170837,0
CD009925,16170842,0
CD009925,16171449,0
CD009925,16172150,0
CD009925,16176679,0
CD009925,16176683,0
CD009925,16179219,0
CD009925,16184383,0
CD009925,16184879,0
CD009925,1618489,0
CD009925,16192694,0
CD009925,16192697,0
CD009925,16192699,0
CD009925,16192704,0
CD009925,16193457,0
CD009925,16193458,0
CD009925,16193459,0
CD009925,16193463,0
CD009925,16193465,0
CD009925,16193466,0
CD009925,16195532,0
CD009925,16195826,0
CD009925,16197873,0
CD009925,16198756,0
CD009925,16198759,0
CD009925,16198761,0
CD009925,16199537,0
CD009925,162010,0
CD009925,16202737,0
CD009925,16205601,0
CD009925,16224171,0
CD009925,16225579,0
CD009925,16231301,0
CD009925,16231308,0
CD009925,16231311,0
CD009925,16231321,0
CD009925,16231324,1
CD009925,16231333,0
CD009925,16231400,0
CD009925,16231401,0
CD009925,16231402,1
CD009925,16232174,0
CD009925,16235130,0
CD009925,16238533,0
CD009925,16239650,1
CD009925,16239658,0
CD009925,16239659,0
CD009925,16240299,0
CD009925,16240322,0
CD009925,16240378,0
CD009925,16242644,0
CD009925,16245371,0
CD009925,16247538,0
CD009925,162527,0
CD009925,162533,0
CD009925,16259328,0
CD009925,16265858,0
CD009925,16267671,0
CD009925,16270464,0
CD009925,16274616,0
CD009925,16274619,0
CD009925,16274649,0
CD009925,16276086,0
CD009925,16282175,1
CD009925,16282182,0
CD009925,16282776,0
CD009925,16285103,0
CD009925,16285104,0
CD009925,16289943,0
CD009925,16299832,0
CD009925,16302164,0
CD009925,16302282,0
CD009925,16302284,0
CD009925,16305698,0
CD009925,16316771,0
CD009925,16317299,0
CD009925,16317301,0
CD009925,16317663,0
CD009925,16318616,0
CD009925,16318619,0
CD009925,16319772,0
CD009925,1632452,0
CD009925,16333823,0
CD009925,16342438,0
CD009925,16343260,0
CD009925,16353273,0
CD009925,16353274,0
CD009925,16353275,0
CD009925,16353283,0
CD009925,16353286,0
CD009925,16354990,0
CD009925,16354992,1
CD009925,16354993,0
CD009925,16354994,0
CD009925,16359956,0
CD009925,16360422,0
CD009925,16360490,0
CD009925,16361293,0
CD009925,16363364,1
CD009925,16363378,0
CD009925,16374017,0
CD009925,16374752,0
CD009925,16374753,0
CD009925,16374897,0
CD009925,16378318,0
CD009925,16378319,0
CD009925,16378328,0
CD009925,16378329,0
CD009925,16385827,0
CD009925,16385832,0
CD009925,16388325,1
CD009925,16388509,0
CD009925,16389021,0
CD009925,16389031,0
CD009925,16389038,0
CD009925,16390612,1
CD009925,16390921,0
CD009925,16391341,0
CD009925,16394031,0
CD009925,16394033,1
CD009925,16394034,0
CD009925,16394055,0
CD009925,16395641,0
CD009925,16397136,0
CD009925,16401213,0
CD009925,16402349,0
CD009925,16404711,0
CD009925,16404973,0
CD009925,16406473,0
CD009925,16411235,0
CD009925,16412730,0
CD009925,16415966,0
CD009925,16417089,0
CD009925,16417698,0
CD009925,16417699,0
CD009925,16417726,0
CD009925,16418738,0
CD009925,16420667,0
CD009925,16421217,0
CD009925,1642274,0
CD009925,16431402,0
CD009925,16433695,0
CD009925,16435317,0
CD009925,16437524,0
CD009925,16439782,0
CD009925,16439790,0
CD009925,16441696,0
CD009925,16449126,0
CD009925,16449216,0
CD009925,16450276,0
CD009925,16450349,0
CD009925,16454940,0
CD009925,16454941,0
CD009925,16454942,0
CD009925,16456841,0
CD009925,16461028,0
CD009925,16463289,0
CD009925,16463290,0
CD009925,16463291,0
CD009925,16463293,0
CD009925,16463295,0
CD009925,16463623,0
CD009925,16470563,0
CD009925,16470734,0
CD009925,16471148,0
CD009925,16475225,0
CD009925,16476673,0
CD009925,16479057,0
CD009925,16487214,0
CD009925,16489479,0
CD009925,16489936,0
CD009925,16491010,0
CD009925,16491510,0
CD009925,16491513,0
CD009925,16495495,0
CD009925,16497734,0
CD009925,16499533,0
CD009925,16500125,0
CD009925,16501040,0
CD009925,16506121,0
CD009925,16507946,0
CD009925,16510632,0
CD009925,16513286,0
CD009925,16519623,1
CD009925,16521154,0
CD009925,16521403,0
CD009925,16522420,0
CD009925,16526003,1
CD009925,16528742,0
CD009925,16530198,0
CD009925,16532523,0
CD009925,16532524,0
CD009925,16533649,0
CD009925,16533650,0
CD009925,16533651,0
CD009925,16533652,0
CD009925,16533653,0
CD009925,16533654,0
CD009925,16533655,0
CD009925,16533677,0
CD009925,16537243,0
CD009925,16539728,0
CD009925,16547205,0
CD009925,16547991,0
CD009925,16548008,0
CD009925,16551717,0
CD009925,16555340,0
CD009925,16557642,0
CD009925,16565988,0
CD009925,16565991,0
CD009925,16565997,0
CD009925,16566039,0
CD009925,16566042,0
CD009925,16567430,0
CD009925,16567431,0
CD009925,16569298,1
CD009925,16569299,0
CD009925,16580397,0
CD009925,16582125,0
CD009925,16582126,0
CD009925,16584651,0
CD009925,16585122,0
CD009925,16596511,0
CD009925,16596512,0
CD009925,16601335,1
CD009925,16601476,1
CD009925,16601480,0
CD009925,16603647,0
CD009925,16613256,0
CD009925,16615201,0
CD009925,16615922,0
CD009925,16616742,0
CD009925,16619383,0
CD009925,16620180,0
CD009925,16622586,0
CD009925,16622604,0
CD009925,16626615,0
CD009925,16628597,0
CD009925,16630172,0
CD009925,16634111,0
CD009925,16634117,0
CD009925,16634118,1
CD009925,16634123,0
CD009925,16638028,0
CD009925,16638584,1
CD009925,16638592,0
CD009925,16639691,0
CD009925,1664086,0
CD009925,16640875,0
CD009925,16642275,0
CD009925,16648277,0
CD009925,16648415,0
CD009925,16648416,0
CD009925,16648429,0
CD009925,16650361,0
CD009925,16670690,0
CD009925,16672245,0
CD009925,16673864,0
CD009925,16674019,0
CD009925,16677783,0
CD009925,16682761,0
CD009925,16683276,0
CD009925,16683298,0
CD009925,16697283,0
CD009925,16697476,0
CD009925,16698960,0
CD009925,16700087,0
CD009925,16700399,0
CD009925,16704474,0
CD009925,16710884,1
CD009925,16715538,0
CD009925,16716636,0
CD009925,16721103,0
CD009925,16721579,0
CD009925,16722604,0
CD009925,16723105,1
CD009925,16724362,0
CD009925,16724363,0
CD009925,16729195,0
CD009925,1672957,0
CD009925,16731605,0
CD009925,16732770,0
CD009925,16733508,0
CD009925,16735542,0
CD009925,16735833,0
CD009925,16737102,0
CD009925,16739232,0
CD009925,16739233,0
CD009925,16749469,0
CD009925,16752230,0
CD009925,16752435,0
CD009925,16752438,1
CD009925,1675344,0
CD009925,16753701,0
CD009925,16756885,0
CD009925,16757554,0
CD009925,16757905,0
CD009925,16757911,0
CD009925,16757918,1
CD009925,16759788,0
CD009925,16760223,0
CD009925,16763459,0
CD009925,16764012,0
CD009925,16766665,0
CD009925,16768045,0
CD009925,16775157,0
CD009925,16778594,0
CD009925,16792853,0
CD009925,16793041,0
CD009925,16794987,0
CD009925,16795127,0
CD009925,16797810,0
CD009925,16802327,0
CD009925,16806218,0
CD009925,16807275,0
CD009925,16809660,0
CD009925,16810709,1
CD009925,16810710,0
CD009925,16813740,0
CD009925,16813749,0
CD009925,16816074,0
CD009925,16816111,0
CD009925,16820107,0
CD009925,16821246,1
CD009925,16826563,0
CD009925,16832829,0
CD009925,16832830,0
CD009925,16832833,0
CD009925,16840441,0
CD009925,16841017,0
CD009925,16845681,0
CD009925,16845683,0
CD009925,16847874,0
CD009925,16850185,0
CD009925,16857692,0
CD009925,16862467,0
CD009925,16865677,0
CD009925,16865738,0
CD009925,16865741,0
CD009925,16865993,0
CD009925,16869372,0
CD009925,16870891,0
CD009925,16871837,0
CD009925,16872465,0
CD009925,16874839,0
CD009925,16879503,0
CD009925,16881420,0
CD009925,16881421,0
CD009925,16882261,0
CD009925,16882266,0
CD009925,16885531,0
CD009925,1689225,1
CD009925,16892301,0
CD009925,16892462,1
CD009925,16894524,0
CD009925,16894540,0
CD009925,1689941,0
CD009925,1689959,0
CD009925,16900777,0
CD009925,16900778,0
CD009925,16905766,0
CD009925,16906276,0
CD009925,16906600,0
CD009925,16909402,0
CD009925,16912493,0
CD009925,1691297,0
CD009925,16914851,0
CD009925,16915139,0
CD009925,16915592,0
CD009925,16916050,1
CD009925,16916255,0
CD009925,16916837,0
CD009925,16916838,0
CD009925,16918638,0
CD009925,1691950,0
CD009925,16921789,0
CD009925,1692181,0
CD009925,1692182,0
CD009925,1692234,1
CD009925,16922723,0
CD009925,16924111,0
CD009925,1692543,0
CD009925,16926005,0
CD009925,16926350,0
CD009925,16926455,0
CD009925,16927391,0
CD009925,1693025,0
CD009925,16933282,0
CD009925,16933854,0
CD009925,16935017,0
CD009925,16935767,0
CD009925,16936301,0
CD009925,16940906,0
CD009925,16940916,0
CD009925,16941475,0
CD009925,16941486,0
CD009925,16941502,0
CD009925,16941505,0
CD009925,1694288,1
CD009925,16945156,0
CD009925,16946227,0
CD009925,16949422,0
CD009925,16949423,1
CD009925,1694954,0
CD009925,1694994,1
CD009925,16952193,0
CD009925,16952194,0
CD009925,16952214,0
CD009925,16953847,0
CD009925,16953851,0
CD009925,16953858,0
CD009925,16953859,0
CD009925,16954670,0
CD009925,16954671,0
CD009925,16954679,0
CD009925,16955492,0
CD009925,16955495,0
CD009925,16956038,0
CD009925,16956339,0
CD009925,16958143,0
CD009925,16958145,0
CD009925,16958146,0
CD009925,16960015,0
CD009925,1696067,0
CD009925,16966598,0
CD009925,16969000,0
CD009925,16969005,0
CD009925,16969868,0
CD009925,16970038,0
CD009925,16970041,0
CD009925,1697446,0
CD009925,16981938,0
CD009925,1698351,0
CD009925,16984521,0
CD009925,16990427,0
CD009925,16990714,0
CD009925,1699220,0
CD009925,1699417,1
CD009925,1699418,0
CD009925,16996461,0
CD009925,16999964,0
CD009925,1700348,1
CD009925,17003555,0
CD009925,17003556,0
CD009925,1700812,0
CD009925,17008326,0
CD009925,17008355,0
CD009925,17009117,0
CD009925,17009346,0
CD009925,17010118,0
CD009925,17012445,0
CD009925,1701526,1
CD009925,1701614,0
CD009925,17021336,0
CD009925,1702539,0
CD009925,17029298,0
CD009925,17040955,0
CD009925,17041939,0
CD009925,17042031,0
CD009925,17042034,1
CD009925,1704627,0
CD009925,1705107,0
CD009925,17052289,0
CD009925,17057298,0
CD009925,17057901,0
CD009925,1705804,0
CD009925,17059865,0
CD009925,17060438,0
CD009925,17062147,0
CD009925,17063531,0
CD009925,1706442,0
CD009925,17064858,0
CD009925,1706536,0
CD009925,1707270,0
CD009925,17072899,0
CD009925,17072981,0
CD009925,17075785,0
CD009925,17075793,0
CD009925,17075795,0
CD009925,17076208,0
CD009925,17077226,0
CD009925,17077242,1
CD009925,17077259,0
CD009925,17077393,0
CD009925,17081684,0
CD009925,17084673,0
CD009925,17086579,0
CD009925,17092638,0
CD009925,1709365,0
CD009925,1709481,1
CD009925,1709482,0
CD009925,17099839,0
CD009925,17100200,0
CD009925,17100203,0
CD009925,1710067,1
CD009925,17101561,0
CD009925,1710394,0
CD009925,1710520,0
CD009925,1710521,0
CD009925,17105897,0
CD009925,17106871,0
CD009925,1710797,0
CD009925,17108765,0
CD009925,1710952,1
CD009925,17111503,0
CD009925,17114339,0
CD009925,17115454,0
CD009925,17115457,0
CD009925,17116053,0
CD009925,1711829,0
CD009925,1712100,1
CD009925,17123520,0
CD009925,17131919,0
CD009925,17131922,0
CD009925,1713290,1
CD009925,17134598,0
CD009925,1713642,0
CD009925,17139693,0
CD009925,17139699,0
CD009925,1714071,0
CD009925,17141767,0
CD009925,17142120,0
CD009925,1714238,0
CD009925,1714686,0
CD009925,1714781,0
CD009925,17147989,0
CD009925,17152115,0
CD009925,17152116,0
CD009925,17152117,0
CD009925,1715224,0
CD009925,1715339,0
CD009925,17154228,0
CD009925,17154230,0
CD009925,17154235,1
CD009925,17154334,0
CD009925,17154335,0
CD009925,17159360,0
CD009925,17161033,0
CD009925,17163529,0
CD009925,1716420,0
CD009925,17164268,0
CD009925,1716761,1
CD009925,1716762,0
CD009925,17169211,0
CD009925,1716981,1
CD009925,1717021,0
CD009925,1717087,0
CD009925,17171627,0
CD009925,17171632,0
CD009925,1717638,1
CD009925,17178751,0
CD009925,1717969,0
CD009925,1717970,0
CD009925,1717971,0
CD009925,17181967,0
CD009925,17182710,0
CD009925,17185351,0
CD009925,17186563,0
CD009925,17186566,0
CD009925,17186567,0
CD009925,17191256,0
CD009925,17191261,0
CD009925,17194321,0
CD009925,17197615,0
CD009925,1719814,0
CD009925,1720281,1
CD009925,17206148,0
CD009925,17206726,0
CD009925,17208212,0
CD009925,17209295,0
CD009925,17209302,0
CD009925,1721090,0
CD009925,17216564,0
CD009925,1721713,1
CD009925,1721715,1
CD009925,17217603,0
CD009925,17217604,0
CD009925,17218369,0
CD009925,17220033,0
CD009925,1722186,0
CD009925,1722478,1
CD009925,17225473,0
CD009925,1722579,0
CD009925,1722580,0
CD009925,1722586,0
CD009925,17228165,0
CD009925,17234028,0
CD009925,17236610,0
CD009925,17236832,0
CD009925,1723792,0
CD009925,17238150,0
CD009925,17238219,0
CD009925,17238224,0
CD009925,17239182,0
CD009925,17239384,0
CD009925,17243374,0
CD009925,1724801,0
CD009925,1724802,0
CD009925,17249384,0
CD009925,17260215,0
CD009925,17261442,0
CD009925,1726548,0
CD009925,17266161,0
CD009925,17266162,0
CD009925,17266168,0
CD009925,17267838,0
CD009925,17267839,0
CD009925,17268446,0
CD009925,17272202,0
CD009925,17272206,0
CD009925,17272360,0
CD009925,17272933,0
CD009925,17279188,0
CD009925,17280635,0
CD009925,17286305,0
CD009925,17286306,0
CD009925,17286308,0
CD009925,17286309,0
CD009925,17286310,0
CD009925,17286311,0
CD009925,17286313,0
CD009925,17289050,0
CD009925,17289296,0
CD009925,17290441,0
CD009925,17290444,0
CD009925,17292744,0
CD009925,17292767,0
CD009925,17295349,0
CD009925,17299735,0
CD009925,17299736,0
CD009925,17300689,0
CD009925,1730308,0
CD009925,17304542,0
CD009925,17304556,0
CD009925,17306660,0
CD009925,17309546,0
CD009925,17311082,0
CD009925,1731291,0
CD009925,17315316,0
CD009925,17316591,0
CD009925,17320033,0
CD009925,17323405,0
CD009925,17323406,0
CD009925,1732882,0
CD009925,17329537,0
CD009925,17333588,0
CD009925,17334655,0
CD009925,1733830,0
CD009925,17345585,0
CD009925,17346485,0
CD009925,17346522,0
CD009925,17346551,0
CD009925,17346554,0
CD009925,17350315,0
CD009925,17351304,0
CD009925,17352320,0
CD009925,17353676,0
CD009925,17353686,0
CD009925,17357344,0
CD009925,17357350,0
CD009925,17359595,0
CD009925,17359736,0
CD009925,17361548,0
CD009925,17362564,0
CD009925,17363418,0
CD009925,17363912,0
CD009925,17364279,0
CD009925,17372862,0
CD009925,17373838,0
CD009925,17375524,0
CD009925,17375529,0
CD009925,17375537,0
CD009925,17377561,0
CD009925,17378127,0
CD009925,17378681,0
CD009925,17378818,0
CD009925,17378819,0
CD009925,17378872,0
CD009925,17381631,0
CD009925,17385415,0
CD009925,17391083,0
CD009925,17393556,0
CD009925,17393558,0
CD009925,17393915,0
CD009925,17397248,0
CD009925,17397524,0
CD009925,1739755,0
CD009925,1740312,0
CD009925,17403402,0
CD009925,17403428,0
CD009925,17407082,0
CD009925,17411619,0
CD009925,17426792,0
CD009925,17428145,0
CD009925,17430719,0
CD009925,1743468,0
CD009925,17436604,0
CD009925,17436805,0
CD009925,17438388,0
CD009925,17454460,0
CD009925,17454749,0
CD009925,1746612,0
CD009925,17466669,0
CD009925,17466679,0
CD009925,17469453,0
CD009925,17470580,0
CD009925,17470581,0
CD009925,17470607,0
CD009925,17471607,0
CD009925,17471608,0
CD009925,17489527,0
CD009925,17491543,0
CD009925,1749275,0
CD009925,17495350,0
CD009925,17504311,0
CD009925,17504390,0
CD009925,1750468,0
CD009925,1753440,0
CD009925,1754558,0
CD009925,1754559,0
CD009925,1754560,0
CD009925,1754565,0
CD009925,1754566,0
CD009925,1754569,0
CD009925,1762113,0
CD009925,1766932,0
CD009925,1766933,0
CD009925,1766934,0
CD009925,1768346,0
CD009925,1775441,0
CD009925,1784105,0
CD009925,1795150,0
CD009925,1797616,0
CD009925,1800987,0
CD009925,1804087,0
CD009925,1805198,0
CD009925,1819032,0
CD009925,1822676,0
CD009925,1824870,0
CD009925,1825360,0
CD009925,1825734,0
CD009925,1825865,0
CD009925,1825933,0
CD009925,1826124,0
CD009925,1827247,0
CD009925,1827524,0
CD009925,1827525,0
CD009925,1827583,0
CD009925,1827741,0
CD009925,1827744,0
CD009925,1827745,0
CD009925,1827950,0
CD009925,1828182,0
CD009925,1828380,0
CD009925,1828723,0
CD009925,1829379,1
CD009925,1829801,0
CD009925,1829987,0
CD009925,1830232,0
CD009925,1830503,0
CD009925,1830504,0
CD009925,1831008,0
CD009925,1831009,0
CD009925,1831234,0
CD009925,1831279,0
CD009925,1831322,0
CD009925,1831336,1
CD009925,1831530,0
CD009925,1831596,0
CD009925,1831889,0
CD009925,1832325,0
CD009925,1832525,0
CD009925,1832721,0
CD009925,1832734,0
CD009925,1832954,0
CD009925,1832977,0
CD009925,1833008,0
CD009925,1833015,0
CD009925,1833609,0
CD009925,1833736,0
CD009925,1833972,0
CD009925,1833973,0
CD009925,1834314,0
CD009925,1834860,0
CD009925,1834925,0
CD009925,1834973,0
CD009925,1835298,0
CD009925,1835415,0
CD009925,1835896,0
CD009925,1836121,0
CD009925,1836152,0
CD009925,1836449,0
CD009925,1836564,0
CD009925,1836771,0
CD009925,1836960,0
CD009925,1837074,0
CD009925,1837357,0
CD009925,1837358,0
CD009925,1837594,0
CD009925,1838182,0
CD009925,1838205,0
CD009925,1838206,0
CD009925,1838207,0
CD009925,1838425,0
CD009925,1839355,0
CD009925,1839388,0
CD009925,1839390,0
CD009925,1839460,0
CD009925,1839996,0
CD009925,1840077,0
CD009925,1848713,0
CD009925,1848897,0
CD009925,1860253,0
CD009925,1862011,0
CD009925,1867264,0
CD009925,1867283,0
CD009925,1877618,0
CD009925,1883174,0
CD009925,1884415,0
CD009925,1887651,0
CD009925,1894016,0
CD009925,1896413,0
CD009925,1896415,0
CD009925,1899372,0
CD009925,1900367,0
CD009925,1902642,0
CD009925,1912354,0
CD009925,1912381,0
CD009925,1918307,0
CD009925,1919817,0
CD009925,1923204,0
CD009925,1924176,0
CD009925,1924178,0
CD009925,1924180,0
CD009925,1924181,0
CD009925,1936861,0
CD009925,1941874,0
CD009925,1943894,0
CD009925,1951467,0
CD009925,1956067,0
CD009925,1963538,0
CD009925,1967407,0
CD009925,1973343,0
CD009925,1974155,0
CD009925,1975021,0
CD009925,1978010,0
CD009925,1978985,0
CD009925,1979713,0
CD009925,1982521,0
CD009925,1991290,0
CD009925,1992406,0
CD009925,2009505,0
CD009925,2014099,0
CD009925,2020055,0
CD009925,2027852,0
CD009925,2027856,0
CD009925,2027857,0
CD009925,2048613,0
CD009925,2051545,0
CD009925,2052949,0
CD009925,2061743,0
CD009925,2062008,0
CD009925,2062820,0
CD009925,2062821,0
CD009925,2063863,0
CD009925,2063893,0
CD009925,2063906,0
CD009925,2065325,0
CD009925,2067518,0
CD009925,2071452,0
CD009925,2074393,0
CD009925,2074563,0
CD009925,2075180,0
CD009925,2090562,0
CD009925,2092856,0
CD009925,2095544,0
CD009925,2110805,0
CD009925,2112433,0
CD009925,2126880,0
CD009925,2130841,0
CD009925,2137210,0
CD009925,2137578,0
CD009925,2137635,0
