topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size
CD009925,1827741,0,non_eligible,6071,100,60.71,6531
CD009925,2009505,0,non_eligible,6071,100,60.71,6531
CD009925,10377306,0,non_eligible,6071,100,60.71,6531
CD009925,11084963,0,non_eligible,6071,100,60.71,6531
CD009925,2448097,0,non_eligible,6071,100,60.71,6531
CD009925,2509804,0,non_eligible,6071,100,60.71,6531
CD009925,9141572,0,non_eligible,6071,100,60.71,6531
CD009925,10354115,0,non_eligible,6071,100,60.71,6531
CD009925,1754566,0,non_eligible,6071,100,60.71,6531
CD009925,10158764,0,non_eligible,6071,100,60.71,6531
CD009925,12867693,0,non_eligible,6071,100,60.71,6531
CD009925,10826326,0,non_eligible,6071,100,60.71,6531
CD009925,8018186,0,non_eligible,6071,100,60.71,6531
CD009925,16104676,0,non_eligible,6071,100,60.71,6531
CD009925,12905507,0,non_eligible,6071,100,60.71,6531
CD009925,12380392,0,non_eligible,6071,100,60.71,6531
CD009925,10924569,0,non_eligible,6071,100,60.71,6531
CD009925,9639772,0,non_eligible,6071,100,60.71,6531
CD009925,15284738,0,non_eligible,6071,100,60.71,6531
CD009925,9664615,0,non_eligible,6071,100,60.71,6531
CD009925,8568359,0,non_eligible,6071,100,60.71,6531
CD009925,17403428,0,non_eligible,6071,100,60.71,6531
CD009925,7501356,0,non_eligible,6071,100,60.71,6531
CD009925,7832286,0,non_eligible,6071,100,60.71,6531
CD009925,12868089,0,non_eligible,6071,100,60.71,6531
CD009925,2339701,0,non_eligible,6071,100,60.71,6531
CD009925,12848457,0,non_eligible,6071,100,60.71,6531
CD009925,16100625,0,non_eligible,6071,100,60.71,6531
CD009925,17411619,0,non_eligible,6071,100,60.71,6531
CD009925,15277896,0,non_eligible,6071,100,60.71,6531
CD009925,2466356,0,non_eligible,6071,100,60.71,6531
CD009925,2773999,0,non_eligible,6071,100,60.71,6531
CD009925,6238170,0,non_eligible,6071,100,60.71,6531
CD010023,6612886,1,eligible,52,52,1.0,981
CD010023,2964829,1,eligible,52,52,1.0,981
CD010023,21359934,1,eligible,52,52,1.0,981
CD010023,21057785,1,eligible,52,52,1.0,981
CD010023,15514541,1,eligible,52,52,1.0,981
CD010023,9122402,1,eligible,52,52,1.0,981
CD010023,9454275,1,eligible,52,52,1.0,981
CD010023,15711629,1,eligible,52,52,1.0,981
CD010023,15979624,1,eligible,52,52,1.0,981
CD010023,3801112,1,eligible,52,52,1.0,981
CD010023,9129428,1,eligible,52,52,1.0,981
CD010023,6747427,1,eligible,52,52,1.0,981
CD010023,11898079,1,eligible,52,52,1.0,981
CD010023,8440272,1,eligible,52,52,1.0,981
CD010023,9921930,1,eligible,52,52,1.0,981
CD010023,17218177,1,eligible,52,52,1.0,981
CD010023,20935524,1,eligible,52,52,1.0,981
CD010023,1389664,1,eligible,52,52,1.0,981
CD010023,8676426,1,eligible,52,52,1.0,981
CD010023,17307177,1,eligible,52,52,1.0,981
CD010023,3502957,1,eligible,52,52,1.0,981
CD010023,17564689,1,eligible,52,52,1.0,981
CD010023,7182293,1,eligible,52,52,1.0,981
CD010023,9889659,1,eligible,52,52,1.0,981
CD010023,18757961,1,eligible,52,52,1.0,981
CD010023,15672921,1,eligible,52,52,1.0,981
CD010023,8673573,1,eligible,52,52,1.0,981
CD010023,15217588,1,eligible,52,52,1.0,981
CD010023,9522669,1,eligible,52,52,1.0,981
CD010023,10622486,1,eligible,52,52,1.0,981
CD010023,8785636,1,eligible,52,52,1.0,981
CD010023,11286584,1,eligible,52,52,1.0,981
CD010023,7574124,1,eligible,52,52,1.0,981
CD010023,18541243,1,eligible,52,52,1.0,981
CD010023,11974963,1,eligible,52,52,1.0,981
CD010023,21206223,1,eligible,52,52,1.0,981
CD010023,512312,1,eligible,52,52,1.0,981
CD010023,9216753,1,eligible,52,52,1.0,981
CD010023,19668095,1,eligible,52,52,1.0,981
CD010023,8753688,1,eligible,52,52,1.0,981
CD010023,8711552,1,eligible,52,52,1.0,981
CD010023,9423687,1,eligible,52,52,1.0,981
CD010023,6221504,1,eligible,52,52,1.0,981
CD010023,16179171,1,eligible,52,52,1.0,981
CD010023,12624687,1,eligible,52,52,1.0,981
CD010023,11374049,1,eligible,52,52,1.0,981
CD010023,17384376,1,eligible,52,52,1.0,981
CD010023,11171509,1,eligible,52,52,1.0,981
CD010023,15515749,1,eligible,52,52,1.0,981
CD010023,10071639,1,eligible,52,52,1.0,981
CD010023,7129827,1,eligible,52,52,1.0,981
CD010023,16793977,1,eligible,52,52,1.0,981
CD010023,21449158,0,non_eligible,929,100,9.29,981
CD010023,17941586,0,non_eligible,929,100,9.29,981
CD010023,1729671,0,non_eligible,929,100,9.29,981
CD010023,8724473,0,non_eligible,929,100,9.29,981
CD010023,19501802,0,non_eligible,929,100,9.29,981
CD010023,8480035,0,non_eligible,929,100,9.29,981
CD010023,19194702,0,non_eligible,929,100,9.29,981
CD010023,22321439,0,non_eligible,929,100,9.29,981
CD010023,1469345,0,non_eligible,929,100,9.29,981
CD010023,17177044,0,non_eligible,929,100,9.29,981
CD010023,2367104,0,non_eligible,929,100,9.29,981
CD010023,18525472,0,non_eligible,929,100,9.29,981
CD010023,20032000,0,non_eligible,929,100,9.29,981
CD010023,17950221,0,non_eligible,929,100,9.29,981
CD010023,19258134,0,non_eligible,929,100,9.29,981
CD010023,1757005,0,non_eligible,929,100,9.29,981
CD010023,11518983,0,non_eligible,929,100,9.29,981
CD010023,1983635,0,non_eligible,929,100,9.29,981
CD010023,15669563,0,non_eligible,929,100,9.29,981
CD010023,6779572,0,non_eligible,929,100,9.29,981
CD010023,3955937,0,non_eligible,929,100,9.29,981
CD010023,7205032,0,non_eligible,929,100,9.29,981
CD010023,11347841,0,non_eligible,929,100,9.29,981
CD010023,20554419,0,non_eligible,929,100,9.29,981
CD010023,19226035,0,non_eligible,929,100,9.29,981
CD010023,15673532,0,non_eligible,929,100,9.29,981
CD010023,20725880,0,non_eligible,929,100,9.29,981
CD010023,21057290,0,non_eligible,929,100,9.29,981
CD010023,21803508,0,non_eligible,929,100,9.29,981
CD010023,11275875,0,non_eligible,929,100,9.29,981
CD010023,19054836,0,non_eligible,929,100,9.29,981
CD010023,12954266,0,non_eligible,929,100,9.29,981
CD010023,8466435,0,non_eligible,929,100,9.29,981
CD010023,12427003,0,non_eligible,929,100,9.29,981
CD010023,12132820,0,non_eligible,929,100,9.29,981
CD010023,8345279,0,non_eligible,929,100,9.29,981
CD010023,18590847,0,non_eligible,929,100,9.29,981
CD010023,1757132,0,non_eligible,929,100,9.29,981
CD010023,20575885,0,non_eligible,929,100,9.29,981
CD010023,1508768,0,non_eligible,929,100,9.29,981
CD010023,22381947,0,non_eligible,929,100,9.29,981
CD010023,11795748,0,non_eligible,929,100,9.29,981
CD010023,20084936,0,non_eligible,929,100,9.29,981
CD010023,19180162,0,non_eligible,929,100,9.29,981
CD010023,14569481,0,non_eligible,929,100,9.29,981
CD010023,17289531,0,non_eligible,929,100,9.29,981
CD010023,16547997,0,non_eligible,929,100,9.29,981
CD010023,8583059,0,non_eligible,929,100,9.29,981
CD010023,12027494,0,non_eligible,929,100,9.29,981
CD010023,15307302,0,non_eligible,929,100,9.29,981
CD010023,9382634,0,non_eligible,929,100,9.29,981
CD010023,10048530,0,non_eligible,929,100,9.29,981
CD010023,7740296,0,non_eligible,929,100,9.29,981
CD010023,16203878,0,non_eligible,929,100,9.29,981
CD010023,11572544,0,non_eligible,929,100,9.29,981
CD010023,15911954,0,non_eligible,929,100,9.29,981
CD010023,18562365,0,non_eligible,929,100,9.29,981
CD010023,19369308,0,non_eligible,929,100,9.29,981
CD010023,12752005,0,non_eligible,929,100,9.29,981
CD010023,10789100,0,non_eligible,929,100,9.29,981
CD010023,2767538,0,non_eligible,929,100,9.29,981
CD010023,22284748,0,non_eligible,929,100,9.29,981
CD010023,21981830,0,non_eligible,929,100,9.29,981
CD010023,457743,0,non_eligible,929,100,9.29,981
CD010023,6744737,0,non_eligible,929,100,9.29,981
CD010023,12421772,0,non_eligible,929,100,9.29,981
CD010023,21048172,0,non_eligible,929,100,9.29,981
CD010023,2055572,0,non_eligible,929,100,9.29,981
CD010023,16171639,0,non_eligible,929,100,9.29,981
CD010023,16019741,0,non_eligible,929,100,9.29,981
CD010023,8688242,0,non_eligible,929,100,9.29,981
CD010023,16570175,0,non_eligible,929,100,9.29,981
CD010023,17950226,0,non_eligible,929,100,9.29,981
CD010023,18656775,0,non_eligible,929,100,9.29,981
CD010023,12494385,0,non_eligible,929,100,9.29,981
CD010023,11331161,0,non_eligible,929,100,9.29,981
CD010023,16404125,0,non_eligible,929,100,9.29,981
CD010023,15346064,0,non_eligible,929,100,9.29,981
CD010023,9556261,0,non_eligible,929,100,9.29,981
CD010023,12141705,0,non_eligible,929,100,9.29,981
CD010023,12015717,0,non_eligible,929,100,9.29,981
CD010023,17219705,0,non_eligible,929,100,9.29,981
CD010023,15293923,0,non_eligible,929,100,9.29,981
CD010023,4090953,0,non_eligible,929,100,9.29,981
CD010023,19524914,0,non_eligible,929,100,9.29,981
CD010023,21708842,0,non_eligible,929,100,9.29,981
CD010023,8203322,0,non_eligible,929,100,9.29,981
CD010023,16716469,0,non_eligible,929,100,9.29,981
CD010023,9171786,0,non_eligible,929,100,9.29,981
CD010023,12479336,0,non_eligible,929,100,9.29,981
CD010023,15665691,0,non_eligible,929,100,9.29,981
CD010023,21960154,0,non_eligible,929,100,9.29,981
CD010023,14727035,0,non_eligible,929,100,9.29,981
CD010023,2366025,0,non_eligible,929,100,9.29,981
CD010023,8333377,0,non_eligible,929,100,9.29,981
CD010023,16897211,0,non_eligible,929,100,9.29,981
CD010023,18543166,0,non_eligible,929,100,9.29,981
CD010023,17142420,0,non_eligible,929,100,9.29,981
CD010023,22648427,0,non_eligible,929,100,9.29,981
CD010023,19322749,0,non_eligible,929,100,9.29,981
CD010173,7697560,1,eligible,23,23,1.0,5495
CD010173,17982206,1,eligible,23,23,1.0,5495
CD010173,3742502,1,eligible,23,23,1.0,5495
CD010173,12798401,1,eligible,23,23,1.0,5495
CD010173,7584579,1,eligible,23,23,1.0,5495
CD010173,10899672,1,eligible,23,23,1.0,5495
CD010173,17660865,1,eligible,23,23,1.0,5495
CD010173,1751941,1,eligible,23,23,1.0,5495
CD010173,4643903,1,eligible,23,23,1.0,5495
CD010173,11202588,1,eligible,23,23,1.0,5495
CD010173,9252209,1,eligible,23,23,1.0,5495
CD010173,10649262,1,eligible,23,23,1.0,5495
CD010173,18547833,1,eligible,23,23,1.0,5495
CD010173,4103469,1,eligible,23,23,1.0,5495
CD010173,15130078,1,eligible,23,23,1.0,5495
CD010173,4521281,1,eligible,23,23,1.0,5495
CD010173,17081665,1,eligible,23,23,1.0,5495
CD010173,2357611,1,eligible,23,23,1.0,5495
CD010173,6610492,1,eligible,23,23,1.0,5495
CD010173,17307587,1,eligible,23,23,1.0,5495
CD010173,14585319,1,eligible,23,23,1.0,5495
CD010173,12835785,1,eligible,23,23,1.0,5495
CD010173,7781305,1,eligible,23,23,1.0,5495
CD010173,19896329,0,non_eligible,5472,100,54.72,5495
CD010173,12229270,0,non_eligible,5472,100,54.72,5495
CD010173,22525605,0,non_eligible,5472,100,54.72,5495
CD010173,1408023,0,non_eligible,5472,100,54.72,5495
CD010173,12738956,0,non_eligible,5472,100,54.72,5495
CD010173,17875858,0,non_eligible,5472,100,54.72,5495
CD010173,8909732,0,non_eligible,5472,100,54.72,5495
CD010173,23250173,0,non_eligible,5472,100,54.72,5495
CD010173,21484926,0,non_eligible,5472,100,54.72,5495
CD010173,2637887,0,non_eligible,5472,100,54.72,5495
CD010173,16536194,0,non_eligible,5472,100,54.72,5495
CD010173,8263369,0,non_eligible,5472,100,54.72,5495
CD010173,18197855,0,non_eligible,5472,100,54.72,5495
CD010173,21417129,0,non_eligible,5472,100,54.72,5495
CD010173,18825780,0,non_eligible,5472,100,54.72,5495
CD010173,18389268,0,non_eligible,5472,100,54.72,5495
CD010173,7857656,0,non_eligible,5472,100,54.72,5495
CD010173,18815819,0,non_eligible,5472,100,54.72,5495
CD010173,206311,0,non_eligible,5472,100,54.72,5495
CD010173,22484868,0,non_eligible,5472,100,54.72,5495
CD010173,18355175,0,non_eligible,5472,100,54.72,5495
CD010173,9448806,0,non_eligible,5472,100,54.72,5495
CD010173,3475658,0,non_eligible,5472,100,54.72,5495
CD010173,15562808,0,non_eligible,5472,100,54.72,5495
CD010173,11132725,0,non_eligible,5472,100,54.72,5495
CD010173,9421224,0,non_eligible,5472,100,54.72,5495
CD010173,12827714,0,non_eligible,5472,100,54.72,5495
CD010173,21969987,0,non_eligible,5472,100,54.72,5495
CD010173,22749518,0,non_eligible,5472,100,54.72,5495
CD010173,8321166,0,non_eligible,5472,100,54.72,5495
CD010173,17010270,0,non_eligible,5472,100,54.72,5495
CD010173,10765853,0,non_eligible,5472,100,54.72,5495
CD010173,18630993,0,non_eligible,5472,100,54.72,5495
CD010173,18059220,0,non_eligible,5472,100,54.72,5495
CD010173,16086089,0,non_eligible,5472,100,54.72,5495
CD010173,6172189,0,non_eligible,5472,100,54.72,5495
CD010173,14340348,0,non_eligible,5472,100,54.72,5495
CD010173,9682777,0,non_eligible,5472,100,54.72,5495
CD010173,4099457,0,non_eligible,5472,100,54.72,5495
CD010173,7702831,0,non_eligible,5472,100,54.72,5495
CD010173,11500626,0,non_eligible,5472,100,54.72,5495
CD010173,9884405,0,non_eligible,5472,100,54.72,5495
CD010173,8644872,0,non_eligible,5472,100,54.72,5495
CD010173,10960018,0,non_eligible,5472,100,54.72,5495
CD010173,3268387,0,non_eligible,5472,100,54.72,5495
CD010173,12564626,0,non_eligible,5472,100,54.72,5495
CD010173,266077,0,non_eligible,5472,100,54.72,5495
CD010173,22125842,0,non_eligible,5472,100,54.72,5495
CD010173,14565097,0,non_eligible,5472,100,54.72,5495
CD010173,23422682,0,non_eligible,5472,100,54.72,5495
CD010173,12969225,0,non_eligible,5472,100,54.72,5495
CD010173,1130807,0,non_eligible,5472,100,54.72,5495
CD010173,7932259,0,non_eligible,5472,100,54.72,5495
CD010173,12973333,0,non_eligible,5472,100,54.72,5495
CD010173,1374171,0,non_eligible,5472,100,54.72,5495
CD010173,23437569,0,non_eligible,5472,100,54.72,5495
CD010173,6041216,0,non_eligible,5472,100,54.72,5495
CD010173,19909635,0,non_eligible,5472,100,54.72,5495
CD010173,15163418,0,non_eligible,5472,100,54.72,5495
CD010173,22670182,0,non_eligible,5472,100,54.72,5495
CD010173,6199247,0,non_eligible,5472,100,54.72,5495
CD010173,14571431,0,non_eligible,5472,100,54.72,5495
CD010173,48533,0,non_eligible,5472,100,54.72,5495
CD010173,15319251,0,non_eligible,5472,100,54.72,5495
CD010173,20525960,0,non_eligible,5472,100,54.72,5495
CD010173,10728605,0,non_eligible,5472,100,54.72,5495
CD010173,10680507,0,non_eligible,5472,100,54.72,5495
CD010173,19702672,0,non_eligible,5472,100,54.72,5495
CD010173,9173222,0,non_eligible,5472,100,54.72,5495
CD010173,23066136,0,non_eligible,5472,100,54.72,5495
CD010173,23084870,0,non_eligible,5472,100,54.72,5495
CD010173,11002410,0,non_eligible,5472,100,54.72,5495
CD010173,22139442,0,non_eligible,5472,100,54.72,5495
CD010173,17559634,0,non_eligible,5472,100,54.72,5495
CD010173,15154921,0,non_eligible,5472,100,54.72,5495
CD010173,5233440,0,non_eligible,5472,100,54.72,5495
CD010173,16906514,0,non_eligible,5472,100,54.72,5495
CD010173,12873174,0,non_eligible,5472,100,54.72,5495
CD010173,9522736,0,non_eligible,5472,100,54.72,5495
CD010173,11321801,0,non_eligible,5472,100,54.72,5495
CD010173,12752192,0,non_eligible,5472,100,54.72,5495
CD010173,3463696,0,non_eligible,5472,100,54.72,5495
CD010173,17555695,0,non_eligible,5472,100,54.72,5495
CD010173,5235655,0,non_eligible,5472,100,54.72,5495
CD010173,7343272,0,non_eligible,5472,100,54.72,5495
CD010173,16686054,0,non_eligible,5472,100,54.72,5495
CD010173,18949975,0,non_eligible,5472,100,54.72,5495
CD010173,16273220,0,non_eligible,5472,100,54.72,5495
CD010173,20656649,0,non_eligible,5472,100,54.72,5495
CD010173,10451486,0,non_eligible,5472,100,54.72,5495
CD010173,8667470,0,non_eligible,5472,100,54.72,5495
CD010173,10629151,0,non_eligible,5472,100,54.72,5495
CD010173,12415197,0,non_eligible,5472,100,54.72,5495
CD010173,17692559,0,non_eligible,5472,100,54.72,5495
CD010173,5213940,0,non_eligible,5472,100,54.72,5495
CD010173,64008,0,non_eligible,5472,100,54.72,5495
CD010173,12622278,0,non_eligible,5472,100,54.72,5495
CD010173,12076331,0,non_eligible,5472,100,54.72,5495
CD010173,12365373,0,non_eligible,5472,100,54.72,5495
CD010173,22774694,0,non_eligible,5472,100,54.72,5495
CD010276,17910350,1,eligible,54,54,1.0,5495
CD010276,16321565,1,eligible,54,54,1.0,5495
CD010276,19165806,1,eligible,54,54,1.0,5495
CD010276,16839771,1,eligible,54,54,1.0,5495
CD010276,10355944,1,eligible,54,54,1.0,5495
CD010276,15250831,1,eligible,54,54,1.0,5495
CD010276,11564897,1,eligible,54,54,1.0,5495
CD010276,15623624,1,eligible,54,54,1.0,5495
CD010276,17966930,1,eligible,54,54,1.0,5495
CD010276,21396880,1,eligible,54,54,1.0,5495
CD010276,16406802,1,eligible,54,54,1.0,5495
CD010276,17169603,1,eligible,54,54,1.0,5495
CD010276,16519770,1,eligible,54,54,1.0,5495
CD010276,18214406,1,eligible,54,54,1.0,5495
CD010276,22126560,1,eligible,54,54,1.0,5495
CD010276,20657091,1,eligible,54,54,1.0,5495
CD010276,10570588,1,eligible,54,54,1.0,5495
CD010276,19771764,1,eligible,54,54,1.0,5495
CD010276,19725737,1,eligible,54,54,1.0,5495
CD010276,19160103,1,eligible,54,54,1.0,5495
CD010276,9148038,1,eligible,54,54,1.0,5495
CD010276,20412626,1,eligible,54,54,1.0,5495
CD010276,2634420,1,eligible,54,54,1.0,5495
CD010276,1628933,1,eligible,54,54,1.0,5495
CD010276,19170229,1,eligible,54,54,1.0,5495
CD010276,20161875,1,eligible,54,54,1.0,5495
CD010276,4903071,1,eligible,54,54,1.0,5495
CD010276,9525247,1,eligible,54,54,1.0,5495
CD010276,22340643,1,eligible,54,54,1.0,5495
CD010276,20593209,1,eligible,54,54,1.0,5495
CD010276,18031448,1,eligible,54,54,1.0,5495
CD010276,18031447,1,eligible,54,54,1.0,5495
CD010276,22524200,1,eligible,54,54,1.0,5495
CD010276,10646720,1,eligible,54,54,1.0,5495
CD010276,20714910,1,eligible,54,54,1.0,5495
CD010276,12572180,1,eligible,54,54,1.0,5495
CD010276,18644521,1,eligible,54,54,1.0,5495
CD010276,15288839,1,eligible,54,54,1.0,5495
CD010276,15288838,1,eligible,54,54,1.0,5495
CD010276,11774271,1,eligible,54,54,1.0,5495
CD010276,19800285,1,eligible,54,54,1.0,5495
CD010276,15293118,1,eligible,54,54,1.0,5495
CD010276,14140968,1,eligible,54,54,1.0,5495
CD010276,17111122,1,eligible,54,54,1.0,5495
CD010276,20123872,1,eligible,54,54,1.0,5495
CD010276,9861532,1,eligible,54,54,1.0,5495
CD010276,23085924,1,eligible,54,54,1.0,5495
CD010276,17081665,1,eligible,54,54,1.0,5495
CD010276,22217551,1,eligible,54,54,1.0,5495
CD010276,21112183,1,eligible,54,54,1.0,5495
CD010276,22259809,1,eligible,54,54,1.0,5495
CD010276,17996486,1,eligible,54,54,1.0,5495
CD010276,21410796,1,eligible,54,54,1.0,5495
CD010276,12775918,1,eligible,54,54,1.0,5495
CD010276,2370442,0,non_eligible,5441,100,54.41,5495
CD010276,2985889,0,non_eligible,5441,100,54.41,5495
CD010276,18278131,0,non_eligible,5441,100,54.41,5495
CD010276,15987522,0,non_eligible,5441,100,54.41,5495
CD010276,6380183,0,non_eligible,5441,100,54.41,5495
CD010276,12073681,0,non_eligible,5441,100,54.41,5495
CD010276,5274302,0,non_eligible,5441,100,54.41,5495
CD010276,16470821,0,non_eligible,5441,100,54.41,5495
CD010276,11113819,0,non_eligible,5441,100,54.41,5495
CD010276,21371075,0,non_eligible,5441,100,54.41,5495
CD010276,12420565,0,non_eligible,5441,100,54.41,5495
CD010276,9395012,0,non_eligible,5441,100,54.41,5495
CD010276,18460251,0,non_eligible,5441,100,54.41,5495
CD010276,286695,0,non_eligible,5441,100,54.41,5495
CD010276,2658358,0,non_eligible,5441,100,54.41,5495
CD010276,8053406,0,non_eligible,5441,100,54.41,5495
CD010276,1651806,0,non_eligible,5441,100,54.41,5495
CD010276,731178,0,non_eligible,5441,100,54.41,5495
CD010276,21630205,0,non_eligible,5441,100,54.41,5495
CD010276,15175120,0,non_eligible,5441,100,54.41,5495
CD010276,18224360,0,non_eligible,5441,100,54.41,5495
CD010276,6172189,0,non_eligible,5441,100,54.41,5495
CD010276,10634121,0,non_eligible,5441,100,54.41,5495
CD010276,15770569,0,non_eligible,5441,100,54.41,5495
CD010276,20303299,0,non_eligible,5441,100,54.41,5495
CD010276,2710070,0,non_eligible,5441,100,54.41,5495
CD010276,19401530,0,non_eligible,5441,100,54.41,5495
CD010276,8744917,0,non_eligible,5441,100,54.41,5495
CD010276,12375025,0,non_eligible,5441,100,54.41,5495
CD010276,389381,0,non_eligible,5441,100,54.41,5495
CD010276,9558548,0,non_eligible,5441,100,54.41,5495
CD010276,15375751,0,non_eligible,5441,100,54.41,5495
CD010276,16225625,0,non_eligible,5441,100,54.41,5495
CD010276,1137424,0,non_eligible,5441,100,54.41,5495
CD010276,11687600,0,non_eligible,5441,100,54.41,5495
CD010276,6378984,0,non_eligible,5441,100,54.41,5495
CD010276,3218943,0,non_eligible,5441,100,54.41,5495
CD010276,23550518,0,non_eligible,5441,100,54.41,5495
CD010276,6927886,0,non_eligible,5441,100,54.41,5495
CD010276,12614430,0,non_eligible,5441,100,54.41,5495
CD010276,22492732,0,non_eligible,5441,100,54.41,5495
CD010276,4270434,0,non_eligible,5441,100,54.41,5495
CD010276,15587097,0,non_eligible,5441,100,54.41,5495
CD010276,12558954,0,non_eligible,5441,100,54.41,5495
CD010276,16792726,0,non_eligible,5441,100,54.41,5495
CD010276,21566582,0,non_eligible,5441,100,54.41,5495
CD010276,15688375,0,non_eligible,5441,100,54.41,5495
CD010276,22204914,0,non_eligible,5441,100,54.41,5495
CD010276,289051,0,non_eligible,5441,100,54.41,5495
CD010276,18247379,0,non_eligible,5441,100,54.41,5495
CD010276,19187105,0,non_eligible,5441,100,54.41,5495
CD010276,19320840,0,non_eligible,5441,100,54.41,5495
CD010276,273634,0,non_eligible,5441,100,54.41,5495
CD010276,19684956,0,non_eligible,5441,100,54.41,5495
CD010276,6942211,0,non_eligible,5441,100,54.41,5495
CD010276,22862977,0,non_eligible,5441,100,54.41,5495
CD010276,9374081,0,non_eligible,5441,100,54.41,5495
CD010276,20433429,0,non_eligible,5441,100,54.41,5495
CD010276,15482325,0,non_eligible,5441,100,54.41,5495
CD010276,9385577,0,non_eligible,5441,100,54.41,5495
CD010276,703572,0,non_eligible,5441,100,54.41,5495
CD010276,21689966,0,non_eligible,5441,100,54.41,5495
CD010276,11583019,0,non_eligible,5441,100,54.41,5495
CD010276,11590070,0,non_eligible,5441,100,54.41,5495
CD010276,1068977,0,non_eligible,5441,100,54.41,5495
CD010276,23053383,0,non_eligible,5441,100,54.41,5495
CD010276,8988677,0,non_eligible,5441,100,54.41,5495
CD010276,15614740,0,non_eligible,5441,100,54.41,5495
CD010276,14970779,0,non_eligible,5441,100,54.41,5495
CD010276,22840317,0,non_eligible,5441,100,54.41,5495
CD010276,1274808,0,non_eligible,5441,100,54.41,5495
CD010276,11437401,0,non_eligible,5441,100,54.41,5495
CD010276,20644923,0,non_eligible,5441,100,54.41,5495
CD010276,10442946,0,non_eligible,5441,100,54.41,5495
CD010276,21377142,0,non_eligible,5441,100,54.41,5495
CD010276,2676924,0,non_eligible,5441,100,54.41,5495
CD010276,22530364,0,non_eligible,5441,100,54.41,5495
CD010276,6571934,0,non_eligible,5441,100,54.41,5495
CD010276,12076702,0,non_eligible,5441,100,54.41,5495
CD010276,9176610,0,non_eligible,5441,100,54.41,5495
CD010276,6589580,0,non_eligible,5441,100,54.41,5495
CD010276,6589113,0,non_eligible,5441,100,54.41,5495
CD010276,17688024,0,non_eligible,5441,100,54.41,5495
CD010276,17681875,0,non_eligible,5441,100,54.41,5495
CD010276,20039770,0,non_eligible,5441,100,54.41,5495
CD010276,19619428,0,non_eligible,5441,100,54.41,5495
CD010276,19293805,0,non_eligible,5441,100,54.41,5495
CD010276,19486369,0,non_eligible,5441,100,54.41,5495
CD010276,12133927,0,non_eligible,5441,100,54.41,5495
CD010276,3162581,0,non_eligible,5441,100,54.41,5495
CD010276,11104093,0,non_eligible,5441,100,54.41,5495
CD010276,20146343,0,non_eligible,5441,100,54.41,5495
CD010276,12558869,0,non_eligible,5441,100,54.41,5495
CD010276,6619259,0,non_eligible,5441,100,54.41,5495
CD010276,15167215,0,non_eligible,5441,100,54.41,5495
CD010276,9494413,0,non_eligible,5441,100,54.41,5495
CD010276,17605416,0,non_eligible,5441,100,54.41,5495
CD010276,23397793,0,non_eligible,5441,100,54.41,5495
CD010276,4509671,0,non_eligible,5441,100,54.41,5495
CD010276,7591204,0,non_eligible,5441,100,54.41,5495
CD010339,9347861,1,eligible,114,114,1.0,12807
CD010339,5777223,1,eligible,114,114,1.0,12807
CD010339,7278595,1,eligible,114,114,1.0,12807
CD010339,453455,1,eligible,114,114,1.0,12807
CD010339,8362829,1,eligible,114,114,1.0,12807
CD010339,12811312,1,eligible,114,114,1.0,12807
CD010339,15578292,1,eligible,114,114,1.0,12807
CD010339,8538344,1,eligible,114,114,1.0,12807
CD010339,19721408,1,eligible,114,114,1.0,12807
CD010339,5014524,1,eligible,114,114,1.0,12807
CD010339,5142264,1,eligible,114,114,1.0,12807
CD010339,19864821,1,eligible,114,114,1.0,12807
CD010339,16228924,1,eligible,114,114,1.0,12807
CD010339,11178754,1,eligible,114,114,1.0,12807
CD010339,9309887,1,eligible,114,114,1.0,12807
CD010339,3695194,1,eligible,114,114,1.0,12807
CD010339,7763171,1,eligible,114,114,1.0,12807
CD010339,1631582,1,eligible,114,114,1.0,12807
CD010339,9840076,1,eligible,114,114,1.0,12807
CD010339,18299731,1,eligible,114,114,1.0,12807
CD010339,8095041,1,eligible,114,114,1.0,12807
CD010339,13809971,1,eligible,114,114,1.0,12807
CD010339,12779073,1,eligible,114,114,1.0,12807
CD010339,9663245,1,eligible,114,114,1.0,12807
CD010339,12496546,1,eligible,114,114,1.0,12807
CD010339,4433176,1,eligible,114,114,1.0,12807
CD010339,10866083,1,eligible,114,114,1.0,12807
CD010339,9270915,1,eligible,114,114,1.0,12807
CD010339,1531915,1,eligible,114,114,1.0,12807
CD010339,2876528,1,eligible,114,114,1.0,12807
CD010339,8339882,1,eligible,114,114,1.0,12807
CD010339,8751223,1,eligible,114,114,1.0,12807
CD010339,14969855,1,eligible,114,114,1.0,12807
CD010339,79028,1,eligible,114,114,1.0,12807
CD010339,1413103,1,eligible,114,114,1.0,12807
CD010339,16738972,1,eligible,114,114,1.0,12807
CD010339,1835665,1,eligible,114,114,1.0,12807
CD010339,9169700,1,eligible,114,114,1.0,12807
CD010339,10867455,1,eligible,114,114,1.0,12807
CD010339,8779067,1,eligible,114,114,1.0,12807
CD010339,17894658,1,eligible,114,114,1.0,12807
CD010339,9655277,1,eligible,114,114,1.0,12807
CD010339,10408661,1,eligible,114,114,1.0,12807
CD010339,10195719,1,eligible,114,114,1.0,12807
CD010339,7676368,1,eligible,114,114,1.0,12807
CD010339,2373628,1,eligible,114,114,1.0,12807
CD010339,3514357,1,eligible,114,114,1.0,12807
