topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size,lab_openai
CD009925,12636947,1,eligible,460,460,1.0,6531,3
CD009925,16088196,1,eligible,460,460,1.0,6531,1
CD009925,7518896,1,eligible,460,460,1.0,6531,3
CD009925,1721713,1,eligible,460,460,1.0,6531,2
CD009925,15161720,1,eligible,460,460,1.0,6531,1
CD009925,7612531,1,eligible,460,460,1.0,6531,1
CD009925,8239901,1,eligible,460,460,1.0,6531,3
CD009925,7513121,1,eligible,460,460,1.0,6531,3
CD009925,7682315,1,eligible,460,460,1.0,6531,3
CD009925,8529948,1,eligible,460,460,1.0,6531,2
CD009925,10521813,1,eligible,460,460,1.0,6531,3
CD009925,1377388,1,eligible,460,460,1.0,6531,3
CD009925,8606718,1,eligible,460,460,1.0,6531,3
CD009925,12575012,1,eligible,460,460,1.0,6531,3
CD009925,8953638,1,eligible,460,460,1.0,6531,1
CD009925,10861714,1,eligible,460,460,1.0,6531,2
CD009925,11678558,1,eligible,460,460,1.0,6531,1
CD009925,8994247,1,eligible,460,460,1.0,6531,2
CD009925,12378569,1,eligible,460,460,1.0,6531,1
CD009925,16354992,1,eligible,460,460,1.0,6531,1
CD009925,15557305,1,eligible,460,460,1.0,6531,2
CD009925,15590454,1,eligible,460,460,1.0,6531,3
CD009925,2441737,1,eligible,460,460,1.0,6531,3
CD009925,16231402,1,eligible,460,460,1.0,6531,3
CD009925,10951481,1,eligible,460,460,1.0,6531,1
CD009925,12937342,1,eligible,460,460,1.0,6531,1
CD009925,2525339,0,non_eligible,6071,100,60.71,6531,1
CD009925,9619528,0,non_eligible,6071,100,60.71,6531,0
CD009925,17469453,0,non_eligible,6071,100,60.71,6531,0
CD009925,9605253,0,non_eligible,6071,100,60.71,6531,0
CD009925,16507946,0,non_eligible,6071,100,60.71,6531,1
CD009925,1415385,0,non_eligible,6071,100,60.71,6531,1
CD009925,2286032,0,non_eligible,6071,100,60.71,6531,1
CD009925,11349203,0,non_eligible,6071,100,60.71,6531,3
CD009925,16192704,0,non_eligible,6071,100,60.71,6531,1
CD009925,9249860,0,non_eligible,6071,100,60.71,6531,1
CD009925,8650129,0,non_eligible,6071,100,60.71,6531,0
CD009925,11783130,0,non_eligible,6071,100,60.71,6531,2
CD009925,8614443,0,non_eligible,6071,100,60.71,6531,1
CD009925,15684179,0,non_eligible,6071,100,60.71,6531,1
CD009925,8372074,0,non_eligible,6071,100,60.71,6531,0
CD009925,15131080,0,non_eligible,6071,100,60.71,6531,0
CD009925,7927339,0,non_eligible,6071,100,60.71,6531,0
CD009925,8452645,0,non_eligible,6071,100,60.71,6531,1
CD009925,7726256,0,non_eligible,6071,100,60.71,6531,0
CD009925,10426267,0,non_eligible,6071,100,60.71,6531,2
CD009925,12457140,0,non_eligible,6071,100,60.71,6531,0
CD009925,7760473,0,non_eligible,6071,100,60.71,6531,0
CD009925,14634972,0,non_eligible,6071,100,60.71,6531,2
CD009925,11746120,0,non_eligible,6071,100,60.71,6531,1
CD009925,7527584,0,non_eligible,6071,100,60.71,6531,2
CD009925,14992359,0,non_eligible,6071,100,60.71,6531,1
CD009925,15099868,0,non_eligible,6071,100,60.71,6531,1
CD009925,1827741,0,non_eligible,6071,100,60.71,6531,0
CD009925,2009505,0,non_eligible,6071,100,60.71,6531,0
CD009925,9141572,0,non_eligible,6071,100,60.71,6531,0
CD009925,10826326,0,non_eligible,6071,100,60.71,6531,3
CD009925,8018186,0,non_eligible,6071,100,60.71,6531,1
CD009925,12380392,0,non_eligible,6071,100,60.71,6531,0
CD009925,9639772,0,non_eligible,6071,100,60.71,6531,1
CD009925,15284738,0,non_eligible,6071,100,60.71,6531,1
CD009925,9664615,0,non_eligible,6071,100,60.71,6531,0
CD009925,7501356,0,non_eligible,6071,100,60.71,6531,3
CD009925,12868089,0,non_eligible,6071,100,60.71,6531,2
CD009925,15277896,0,non_eligible,6071,100,60.71,6531,0
CD009925,6238170,0,non_eligible,6071,100,60.71,6531,1
CD010023,6612886,1,eligible,52,52,1.0,981,1
CD010023,2964829,1,eligible,52,52,1.0,981,2
CD010023,21359934,1,eligible,52,52,1.0,981,3
CD010023,15514541,1,eligible,52,52,1.0,981,3
CD010023,9122402,1,eligible,52,52,1.0,981,2
CD010023,15711629,1,eligible,52,52,1.0,981,2
CD010023,15979624,1,eligible,52,52,1.0,981,2
CD010023,3801112,1,eligible,52,52,1.0,981,3
CD010023,9129428,1,eligible,52,52,1.0,981,2
CD010023,6747427,1,eligible,52,52,1.0,981,2
CD010023,11898079,1,eligible,52,52,1.0,981,1
CD010023,8440272,1,eligible,52,52,1.0,981,2
CD010023,9921930,1,eligible,52,52,1.0,981,3
CD010023,17218177,1,eligible,52,52,1.0,981,2
CD010023,20935524,1,eligible,52,52,1.0,981,2
CD010023,7182293,1,eligible,52,52,1.0,981,2
CD010023,9889659,1,eligible,52,52,1.0,981,2
CD010023,18757961,1,eligible,52,52,1.0,981,3
CD010023,15672921,1,eligible,52,52,1.0,981,2
CD010023,8673573,1,eligible,52,52,1.0,981,1
CD010023,15217588,1,eligible,52,52,1.0,981,3
CD010023,9522669,1,eligible,52,52,1.0,981,1
CD010023,10622486,1,eligible,52,52,1.0,981,2
CD010023,8785636,1,eligible,52,52,1.0,981,3
CD010023,11286584,1,eligible,52,52,1.0,981,2
CD010023,7574124,1,eligible,52,52,1.0,981,1
CD010023,18541243,1,eligible,52,52,1.0,981,2
CD010023,512312,1,eligible,52,52,1.0,981,1
CD010023,9216753,1,eligible,52,52,1.0,981,2
CD010023,8753688,1,eligible,52,52,1.0,981,3
CD010023,8711552,1,eligible,52,52,1.0,981,2
CD010023,9423687,1,eligible,52,52,1.0,981,2
CD010023,6221504,1,eligible,52,52,1.0,981,2
CD010023,16179171,1,eligible,52,52,1.0,981,1
CD010023,12624687,1,eligible,52,52,1.0,981,2
CD010023,11374049,1,eligible,52,52,1.0,981,1
CD010023,17384376,1,eligible,52,52,1.0,981,1
CD010023,15515749,1,eligible,52,52,1.0,981,2
CD010023,10071639,1,eligible,52,52,1.0,981,3
CD010023,7129827,1,eligible,52,52,1.0,981,1
CD010023,21449158,0,non_eligible,929,100,9.29,981,1
CD010023,17941586,0,non_eligible,929,100,9.29,981,0
CD010023,1729671,0,non_eligible,929,100,9.29,981,0
CD010023,19194702,0,non_eligible,929,100,9.29,981,1
CD010023,17177044,0,non_eligible,929,100,9.29,981,0
CD010023,1983635,0,non_eligible,929,100,9.29,981,0
CD010023,7205032,0,non_eligible,929,100,9.29,981,1
CD010023,20725880,0,non_eligible,929,100,9.29,981,0
CD010023,19054836,0,non_eligible,929,100,9.29,981,0
CD010023,8466435,0,non_eligible,929,100,9.29,981,0
CD010023,12427003,0,non_eligible,929,100,9.29,981,0
CD010023,8345279,0,non_eligible,929,100,9.29,981,1
CD010023,18590847,0,non_eligible,929,100,9.29,981,0
CD010023,22381947,0,non_eligible,929,100,9.29,981,0
CD010023,11795748,0,non_eligible,929,100,9.29,981,0
CD010023,14569481,0,non_eligible,929,100,9.29,981,1
CD010023,17289531,0,non_eligible,929,100,9.29,981,0
CD010023,16547997,0,non_eligible,929,100,9.29,981,0
CD010023,9382634,0,non_eligible,929,100,9.29,981,1
CD010023,16203878,0,non_eligible,929,100,9.29,981,1
CD010023,11572544,0,non_eligible,929,100,9.29,981,1
CD010023,15911954,0,non_eligible,929,100,9.29,981,2
CD010023,19369308,0,non_eligible,929,100,9.29,981,0
CD010023,6744737,0,non_eligible,929,100,9.29,981,1
CD010023,2055572,0,non_eligible,929,100,9.29,981,1
CD010023,16019741,0,non_eligible,929,100,9.29,981,0
CD010023,8688242,0,non_eligible,929,100,9.29,981,0
CD010023,17950226,0,non_eligible,929,100,9.29,981,0
CD010023,9556261,0,non_eligible,929,100,9.29,981,0
CD010023,17219705,0,non_eligible,929,100,9.29,981,0
CD010023,19524914,0,non_eligible,929,100,9.29,981,1
CD010023,21708842,0,non_eligible,929,100,9.29,981,0
CD010023,8203322,0,non_eligible,929,100,9.29,981,0
CD010023,9171786,0,non_eligible,929,100,9.29,981,1
CD010023,12479336,0,non_eligible,929,100,9.29,981,1
CD010023,21960154,0,non_eligible,929,100,9.29,981,3
CD010023,2366025,0,non_eligible,929,100,9.29,981,1
CD010023,18543166,0,non_eligible,929,100,9.29,981,1
CD010023,17142420,0,non_eligible,929,100,9.29,981,1
CD010023,22648427,0,non_eligible,929,100,9.29,981,0
CD010173,7697560,1,eligible,23,23,1.0,5495,3
CD010173,17982206,1,eligible,23,23,1.0,5495,3
CD010173,3742502,1,eligible,23,23,1.0,5495,3
CD010173,12798401,1,eligible,23,23,1.0,5495,3
CD010173,7584579,1,eligible,23,23,1.0,5495,3
CD010173,10899672,1,eligible,23,23,1.0,5495,3
CD010173,17660865,1,eligible,23,23,1.0,5495,3
CD010173,1751941,1,eligible,23,23,1.0,5495,3
CD010173,4643903,1,eligible,23,23,1.0,5495,2
CD010173,11202588,1,eligible,23,23,1.0,5495,3
CD010173,9252209,1,eligible,23,23,1.0,5495,3
CD010173,10649262,1,eligible,23,23,1.0,5495,3
CD010173,18547833,1,eligible,23,23,1.0,5495,3
CD010173,4103469,1,eligible,23,23,1.0,5495,2
CD010173,15130078,1,eligible,23,23,1.0,5495,2
CD010173,4521281,1,eligible,23,23,1.0,5495,2
CD010173,17081665,1,eligible,23,23,1.0,5495,3
CD010173,2357611,1,eligible,23,23,1.0,5495,2
CD010173,6610492,1,eligible,23,23,1.0,5495,3
CD010173,17307587,1,eligible,23,23,1.0,5495,2
CD010173,14585319,1,eligible,23,23,1.0,5495,3
CD010173,12835785,1,eligible,23,23,1.0,5495,3
CD010173,7781305,1,eligible,23,23,1.0,5495,3
CD010173,12229270,0,non_eligible,5472,100,54.72,5495,1
CD010173,22525605,0,non_eligible,5472,100,54.72,5495,3
CD010173,17875858,0,non_eligible,5472,100,54.72,5495,1
CD010173,2637887,0,non_eligible,5472,100,54.72,5495,1
CD010173,8263369,0,non_eligible,5472,100,54.72,5495,1
CD010173,18197855,0,non_eligible,5472,100,54.72,5495,0
CD010173,21417129,0,non_eligible,5472,100,54.72,5495,0
CD010173,18389268,0,non_eligible,5472,100,54.72,5495,3
CD010173,18815819,0,non_eligible,5472,100,54.72,5495,0
CD010173,18355175,0,non_eligible,5472,100,54.72,5495,1
CD010173,8321166,0,non_eligible,5472,100,54.72,5495,1
CD010173,17010270,0,non_eligible,5472,100,54.72,5495,1
CD010173,9682777,0,non_eligible,5472,100,54.72,5495,1
CD010173,4099457,0,non_eligible,5472,100,54.72,5495,0
CD010173,7702831,0,non_eligible,5472,100,54.72,5495,1
CD010173,9884405,0,non_eligible,5472,100,54.72,5495,1
CD010173,8644872,0,non_eligible,5472,100,54.72,5495,0
CD010173,10960018,0,non_eligible,5472,100,54.72,5495,0
CD010173,23422682,0,non_eligible,5472,100,54.72,5495,1
CD010173,12969225,0,non_eligible,5472,100,54.72,5495,2
CD010173,12973333,0,non_eligible,5472,100,54.72,5495,1
CD010173,1374171,0,non_eligible,5472,100,54.72,5495,0
CD010173,19909635,0,non_eligible,5472,100,54.72,5495,1
CD010173,22670182,0,non_eligible,5472,100,54.72,5495,1
CD010173,14571431,0,non_eligible,5472,100,54.72,5495,0
CD010173,20525960,0,non_eligible,5472,100,54.72,5495,3
CD010173,19702672,0,non_eligible,5472,100,54.72,5495,1
CD010173,23066136,0,non_eligible,5472,100,54.72,5495,1
CD010173,23084870,0,non_eligible,5472,100,54.72,5495,0
CD010173,17559634,0,non_eligible,5472,100,54.72,5495,0
CD010173,9522736,0,non_eligible,5472,100,54.72,5495,0
CD010173,12752192,0,non_eligible,5472,100,54.72,5495,0
CD010173,17555695,0,non_eligible,5472,100,54.72,5495,0
CD010173,16686054,0,non_eligible,5472,100,54.72,5495,1
CD010173,18949975,0,non_eligible,5472,100,54.72,5495,2
CD010173,20656649,0,non_eligible,5472,100,54.72,5495,2
CD010173,10451486,0,non_eligible,5472,100,54.72,5495,1
CD010173,12415197,0,non_eligible,5472,100,54.72,5495,1
CD010173,64008,0,non_eligible,5472,100,54.72,5495,1
CD010173,12365373,0,non_eligible,5472,100,54.72,5495,1
CD010276,17910350,1,eligible,54,54,1.0,5495,3
CD010276,16321565,1,eligible,54,54,1.0,5495,3
CD010276,16839771,1,eligible,54,54,1.0,5495,3
CD010276,10355944,1,eligible,54,54,1.0,5495,3
CD010276,15250831,1,eligible,54,54,1.0,5495,3
CD010276,11564897,1,eligible,54,54,1.0,5495,3
CD010276,15623624,1,eligible,54,54,1.0,5495,3
CD010276,17966930,1,eligible,54,54,1.0,5495,3
CD010276,21396880,1,eligible,54,54,1.0,5495,3
CD010276,16519770,1,eligible,54,54,1.0,5495,3
CD010276,22126560,1,eligible,54,54,1.0,5495,3
CD010276,20657091,1,eligible,54,54,1.0,5495,3
CD010276,19771764,1,eligible,54,54,1.0,5495,3
CD010276,19725737,1,eligible,54,54,1.0,5495,3
CD010276,19160103,1,eligible,54,54,1.0,5495,3
CD010276,2634420,1,eligible,54,54,1.0,5495,3
CD010276,1628933,1,eligible,54,54,1.0,5495,3
CD010276,20161875,1,eligible,54,54,1.0,5495,3
CD010276,4903071,1,eligible,54,54,1.0,5495,3
CD010276,9525247,1,eligible,54,54,1.0,5495,1
CD010276,22340643,1,eligible,54,54,1.0,5495,3
CD010276,20593209,1,eligible,54,54,1.0,5495,3
CD010276,18031448,1,eligible,54,54,1.0,5495,3
CD010276,22524200,1,eligible,54,54,1.0,5495,3
CD010276,20714910,1,eligible,54,54,1.0,5495,3
CD010276,12572180,1,eligible,54,54,1.0,5495,3
CD010276,18644521,1,eligible,54,54,1.0,5495,3
CD010276,15288839,1,eligible,54,54,1.0,5495,3
CD010276,15288838,1,eligible,54,54,1.0,5495,3
CD010276,11774271,1,eligible,54,54,1.0,5495,3
CD010276,15293118,1,eligible,54,54,1.0,5495,3
CD010276,17111122,1,eligible,54,54,1.0,5495,3
CD010276,20123872,1,eligible,54,54,1.0,5495,3
CD010276,9861532,1,eligible,54,54,1.0,5495,3
CD010276,17081665,1,eligible,54,54,1.0,5495,3
CD010276,22217551,1,eligible,54,54,1.0,5495,3
CD010276,21112183,1,eligible,54,54,1.0,5495,3
CD010276,22259809,1,eligible,54,54,1.0,5495,3
CD010276,17996486,1,eligible,54,54,1.0,5495,3
CD010276,12775918,1,eligible,54,54,1.0,5495,3
CD010276,2370442,0,non_eligible,5441,100,54.41,5495,2
CD010276,18278131,0,non_eligible,5441,100,54.41,5495,0
CD010276,5274302,0,non_eligible,5441,100,54.41,5495,2
CD010276,16470821,0,non_eligible,5441,100,54.41,5495,3
CD010276,21371075,0,non_eligible,5441,100,54.41,5495,2
CD010276,9395012,0,non_eligible,5441,100,54.41,5495,1
CD010276,2658358,0,non_eligible,5441,100,54.41,5495,0
CD010276,21630205,0,non_eligible,5441,100,54.41,5495,0
CD010276,18224360,0,non_eligible,5441,100,54.41,5495,0
CD010276,2710070,0,non_eligible,5441,100,54.41,5495,2
CD010276,19401530,0,non_eligible,5441,100,54.41,5495,3
CD010276,8744917,0,non_eligible,5441,100,54.41,5495,1
CD010276,12375025,0,non_eligible,5441,100,54.41,5495,0
CD010276,389381,0,non_eligible,5441,100,54.41,5495,0
CD010276,9558548,0,non_eligible,5441,100,54.41,5495,0
CD010276,15375751,0,non_eligible,5441,100,54.41,5495,1
CD010276,16225625,0,non_eligible,5441,100,54.41,5495,0
CD010276,1137424,0,non_eligible,5441,100,54.41,5495,0
CD010276,11687600,0,non_eligible,5441,100,54.41,5495,2
CD010276,12614430,0,non_eligible,5441,100,54.41,5495,1
CD010276,22492732,0,non_eligible,5441,100,54.41,5495,1
CD010276,15587097,0,non_eligible,5441,100,54.41,5495,0
CD010276,12558954,0,non_eligible,5441,100,54.41,5495,2
CD010276,16792726,0,non_eligible,5441,100,54.41,5495,0
CD010276,22204914,0,non_eligible,5441,100,54.41,5495,0
CD010276,19187105,0,non_eligible,5441,100,54.41,5495,1
CD010276,19320840,0,non_eligible,5441,100,54.41,5495,2
CD010276,15482325,0,non_eligible,5441,100,54.41,5495,2
CD010276,11583019,0,non_eligible,5441,100,54.41,5495,0
CD010276,15614740,0,non_eligible,5441,100,54.41,5495,0
CD010276,14970779,0,non_eligible,5441,100,54.41,5495,0
CD010276,20644923,0,non_eligible,5441,100,54.41,5495,1
CD010276,22530364,0,non_eligible,5441,100,54.41,5495,1
CD010276,6571934,0,non_eligible,5441,100,54.41,5495,1
CD010276,6589580,0,non_eligible,5441,100,54.41,5495,1
CD010276,17681875,0,non_eligible,5441,100,54.41,5495,1
CD010276,19293805,0,non_eligible,5441,100,54.41,5495,2
CD010276,20146343,0,non_eligible,5441,100,54.41,5495,0
CD010276,15167215,0,non_eligible,5441,100,54.41,5495,0
CD010276,23397793,0,non_eligible,5441,100,54.41,5495,1
CD010339,9347861,1,eligible,114,114,1.0,12807,2
CD010339,5777223,1,eligible,114,114,1.0,12807,0
CD010339,453455,1,eligible,114,114,1.0,12807,1
CD010339,8362829,1,eligible,114,114,1.0,12807,1
CD010339,12811312,1,eligible,114,114,1.0,12807,1
CD010339,19721408,1,eligible,114,114,1.0,12807,2
CD010339,5142264,1,eligible,114,114,1.0,12807,1
CD010339,19864821,1,eligible,114,114,1.0,12807,1
CD010339,9840076,1,eligible,114,114,1.0,12807,1
CD010339,4433176,1,eligible,114,114,1.0,12807,1
CD010339,8339882,1,eligible,114,114,1.0,12807,1
CD010339,1413103,1,eligible,114,114,1.0,12807,1
CD010339,16738972,1,eligible,114,114,1.0,12807,1
CD010339,10867455,1,eligible,114,114,1.0,12807,1
CD010339,8779067,1,eligible,114,114,1.0,12807,1
CD010339,9655277,1,eligible,114,114,1.0,12807,1
CD010339,10408661,1,eligible,114,114,1.0,12807,1
CD010339,2373628,1,eligible,114,114,1.0,12807,1
CD010339,10227940,1,eligible,114,114,1.0,12807,2
CD010339,10456702,1,eligible,114,114,1.0,12807,1
CD010339,6532038,1,eligible,114,114,1.0,12807,1
CD010339,22929714,1,eligible,114,114,1.0,12807,1
CD010339,8056239,1,eligible,114,114,1.0,12807,2
CD010339,8696730,1,eligible,114,114,1.0,12807,1
CD010339,8010903,1,eligible,114,114,1.0,12807,1
CD010339,2421422,1,eligible,114,114,1.0,12807,1
CD010339,9926804,1,eligible,114,114,1.0,12807,1
CD010339,20083751,1,eligible,114,114,1.0,12807,3
CD010339,7239132,1,eligible,114,114,1.0,12807,1
CD010339,18398646,1,eligible,114,114,1.0,12807,3
CD010339,7749703,1,eligible,114,114,1.0,12807,1
CD010339,12296889,1,eligible,114,114,1.0,12807,2
CD010339,21429024,1,eligible,114,114,1.0,12807,1
CD010339,10567803,1,eligible,114,114,1.0,12807,2
CD010339,16927915,1,eligible,114,114,1.0,12807,2
CD010339,2698160,1,eligible,114,114,1.0,12807,1
CD010339,7134598,1,eligible,114,114,1.0,12807,1
CD010339,7809799,1,eligible,114,114,1.0,12807,1
CD010339,1203653,1,eligible,114,114,1.0,12807,1
CD010339,10833912,1,eligible,114,114,1.0,12807,2
CD010339,11301945,0,non_eligible,12693,100,126.93,12807,0
CD010339,9462374,0,non_eligible,12693,100,126.93,12807,1
CD010339,7399960,0,non_eligible,12693,100,126.93,12807,0
CD010339,20932377,0,non_eligible,12693,100,126.93,12807,1
CD010339,16480,0,non_eligible,12693,100,126.93,12807,0
CD010339,15492607,0,non_eligible,12693,100,126.93,12807,1
CD010339,15628707,0,non_eligible,12693,100,126.93,12807,1
CD010339,10050516,0,non_eligible,12693,100,126.93,12807,0
CD010339,1731843,0,non_eligible,12693,100,126.93,12807,1
CD010339,19679953,0,non_eligible,12693,100,126.93,12807,1
CD010339,21483642,0,non_eligible,12693,100,126.93,12807,1
CD010339,1090019,0,non_eligible,12693,100,126.93,12807,0
CD010339,408634,0,non_eligible,12693,100,126.93,12807,0
CD010339,9932786,0,non_eligible,12693,100,126.93,12807,0
CD010339,12075184,0,non_eligible,12693,100,126.93,12807,0
CD010339,20487525,0,non_eligible,12693,100,126.93,12807,0
CD010339,22553458,0,non_eligible,12693,100,126.93,12807,1
CD010339,3944302,0,non_eligible,12693,100,126.93,12807,0
CD010339,21053483,0,non_eligible,12693,100,126.93,12807,0
CD010339,7654504,0,non_eligible,12693,100,126.93,12807,0
CD010339,6435722,0,non_eligible,12693,100,126.93,12807,0
CD010339,1403510,0,non_eligible,12693,100,126.93,12807,0
CD010339,482790,0,non_eligible,12693,100,126.93,12807,0
CD010339,20529450,0,non_eligible,12693,100,126.93,12807,1
CD010339,19656757,0,non_eligible,12693,100,126.93,12807,0
CD010339,22856451,0,non_eligible,12693,100,126.93,12807,0
CD010339,17162742,0,non_eligible,12693,100,126.93,12807,1
CD010339,3767656,0,non_eligible,12693,100,126.93,12807,0
CD010339,16306770,0,non_eligible,12693,100,126.93,12807,0
CD010339,6773994,0,non_eligible,12693,100,126.93,12807,1
CD010339,7582210,0,non_eligible,12693,100,126.93,12807,0
CD010339,1914404,0,non_eligible,12693,100,126.93,12807,0
CD010339,3280384,0,non_eligible,12693,100,126.93,12807,1
CD010339,2194415,0,non_eligible,12693,100,126.93,12807,1
CD010339,17320775,0,non_eligible,12693,100,126.93,12807,1
CD010339,11517110,0,non_eligible,12693,100,126.93,12807,0
CD010339,3312715,0,non_eligible,12693,100,126.93,12807,0
CD010339,18604051,0,non_eligible,12693,100,126.93,12807,0
CD010339,16180029,0,non_eligible,12693,100,126.93,12807,1
CD010339,5586846,0,non_eligible,12693,100,126.93,12807,0
CD010386,22961445,1,eligible,2,2,1.0,626,3
CD010386,20176414,1,eligible,2,2,1.0,626,1
CD010386,23097914,0,non_eligible,624,100,6.24,626,1
CD010386,23284831,0,non_eligible,624,100,6.24,626,0
CD010386,21891868,0,non_eligible,624,100,6.24,626,1
CD010386,22193845,0,non_eligible,624,100,6.24,626,1
CD010386,20880270,0,non_eligible,624,100,6.24,626,0
CD010386,22257044,0,non_eligible,624,100,6.24,626,3
CD010386,22796873,0,non_eligible,624,100,6.24,626,2
CD010386,22990206,0,non_eligible,624,100,6.24,626,1
CD010386,22712065,0,non_eligible,624,100,6.24,626,0
CD010386,22107995,0,non_eligible,624,100,6.24,626,0
CD010386,21848585,0,non_eligible,624,100,6.24,626,0
CD010386,22577238,0,non_eligible,624,100,6.24,626,1
CD010386,22173784,0,non_eligible,624,100,6.24,626,1
CD010386,22528111,0,non_eligible,624,100,6.24,626,1
CD010386,20052508,0,non_eligible,624,100,6.24,626,0
CD010386,21747005,0,non_eligible,624,100,6.24,626,1
CD010386,22651941,0,non_eligible,624,100,6.24,626,1
CD010386,21478204,0,non_eligible,624,100,6.24,626,0
CD010386,22996234,0,non_eligible,624,100,6.24,626,0
CD010386,21971456,0,non_eligible,624,100,6.24,626,3
CD010386,22710357,0,non_eligible,624,100,6.24,626,1
CD010386,22221288,0,non_eligible,624,100,6.24,626,0
CD010386,21914395,0,non_eligible,624,100,6.24,626,1
CD010386,22653791,0,non_eligible,624,100,6.24,626,1
CD010386,22162065,0,non_eligible,624,100,6.24,626,1
CD010386,23142262,0,non_eligible,624,100,6.24,626,2
CD010386,21666432,0,non_eligible,624,100,6.24,626,1
CD010386,22297644,0,non_eligible,624,100,6.24,626,2
CD010386,21365327,0,non_eligible,624,100,6.24,626,0
CD010386,22329653,0,non_eligible,624,100,6.24,626,1
CD010386,22460160,0,non_eligible,624,100,6.24,626,1
CD010386,22635103,0,non_eligible,624,100,6.24,626,0
CD010386,23050785,0,non_eligible,624,100,6.24,626,0
CD010386,23285580,0,non_eligible,624,100,6.24,626,0
CD010386,21983242,0,non_eligible,624,100,6.24,626,1
CD010386,22284730,0,non_eligible,624,100,6.24,626,0
CD010386,21954186,0,non_eligible,624,100,6.24,626,1
CD010386,21901424,0,non_eligible,624,100,6.24,626,2
CD010386,22410648,0,non_eligible,624,100,6.24,626,2
CD010386,22889795,0,non_eligible,624,100,6.24,626,0
CD010542,22408151,1,eligible,20,20,1.0,348,3
CD010542,18397389,1,eligible,20,20,1.0,348,1
CD010542,22173167,1,eligible,20,20,1.0,348,2
CD010542,18705692,1,eligible,20,20,1.0,348,3
CD010542,22521355,1,eligible,20,20,1.0,348,3
CD010542,19725892,1,eligible,20,20,1.0,348,1
CD010542,18930329,1,eligible,20,20,1.0,348,3
CD010542,16886917,1,eligible,20,20,1.0,348,2
CD010542,20180444,1,eligible,20,20,1.0,348,1
CD010542,21068129,1,eligible,20,20,1.0,348,1
CD010542,19887952,1,eligible,20,20,1.0,348,2
CD010542,18691352,1,eligible,20,20,1.0,348,2
CD010542,22416182,1,eligible,20,20,1.0,348,2
CD010542,20104185,1,eligible,20,20,1.0,348,3
CD010542,19610141,1,eligible,20,20,1.0,348,2
CD010542,21168459,1,eligible,20,20,1.0,348,2
CD010542,21779759,1,eligible,20,20,1.0,348,3
CD010542,17255218,1,eligible,20,20,1.0,348,2
CD010542,22239518,1,eligible,20,20,1.0,348,1
CD010542,19346784,1,eligible,20,20,1.0,348,3
CD010542,15690481,0,non_eligible,328,100,3.28,348,1
CD010542,21517924,0,non_eligible,328,100,3.28,348,1
CD010542,22733889,0,non_eligible,328,100,3.28,348,2
CD010542,20544947,0,non_eligible,328,100,3.28,348,1
CD010542,20167986,0,non_eligible,328,100,3.28,348,1
CD010542,19920809,0,non_eligible,328,100,3.28,348,1
CD010542,19104699,0,non_eligible,328,100,3.28,348,3
CD010542,16538113,0,non_eligible,328,100,3.28,348,1
CD010542,19017551,0,non_eligible,328,100,3.28,348,0
CD010542,21497746,0,non_eligible,328,100,3.28,348,2
CD010542,22318821,0,non_eligible,328,100,3.28,348,1
CD010542,19578234,0,non_eligible,328,100,3.28,348,1
CD010542,19308312,0,non_eligible,328,100,3.28,348,1
CD010542,19322509,0,non_eligible,328,100,3.28,348,2
CD010542,19291784,0,non_eligible,328,100,3.28,348,1
CD010542,17763808,0,non_eligible,328,100,3.28,348,3
CD010542,18673426,0,non_eligible,328,100,3.28,348,1
CD010542,18166342,0,non_eligible,328,100,3.28,348,2
CD010542,18995217,0,non_eligible,328,100,3.28,348,2
CD010542,22872942,0,non_eligible,328,100,3.28,348,1
CD010542,21273523,0,non_eligible,328,100,3.28,348,1
CD010542,17438875,0,non_eligible,328,100,3.28,348,1
CD010542,16823833,0,non_eligible,328,100,3.28,348,1
CD010542,22537436,0,non_eligible,328,100,3.28,348,1
CD010542,22176964,0,non_eligible,328,100,3.28,348,1
CD010542,17291712,0,non_eligible,328,100,3.28,348,1
CD010542,21344353,0,non_eligible,328,100,3.28,348,1
CD010542,22233410,0,non_eligible,328,100,3.28,348,1
CD010542,20361076,0,non_eligible,328,100,3.28,348,1
CD010542,18832522,0,non_eligible,328,100,3.28,348,1
CD010542,20171943,0,non_eligible,328,100,3.28,348,0
CD010542,21216123,0,non_eligible,328,100,3.28,348,1
CD010542,21460032,0,non_eligible,328,100,3.28,348,1
CD010542,21452541,0,non_eligible,328,100,3.28,348,1
CD010542,19478678,0,non_eligible,328,100,3.28,348,2
CD010542,21256907,0,non_eligible,328,100,3.28,348,1
CD010542,18563842,0,non_eligible,328,100,3.28,348,1
CD010542,19337635,0,non_eligible,328,100,3.28,348,0
CD010542,20704691,0,non_eligible,328,100,3.28,348,1
CD010542,19434742,0,non_eligible,328,100,3.28,348,1
CD010633,19759102,1,eligible,4,4,1.0,1573,2
CD010633,19877236,1,eligible,4,4,1.0,1573,3
CD010633,17353255,1,eligible,4,4,1.0,1573,3
CD010633,12122169,1,eligible,4,4,1.0,1573,3
CD010633,15592735,0,non_eligible,1569,100,15.69,1573,1
CD010633,19864909,0,non_eligible,1569,100,15.69,1573,0
CD010633,18427076,0,non_eligible,1569,100,15.69,1573,0
CD010633,18021379,0,non_eligible,1569,100,15.69,1573,1
